"key","key2","value"
"drlswhpliq","tbieakimjm",-0.636663292459992
"odnifbxuaf","vpsszlbise",0.315289889274906
"bxcqkjedlp","tspdtuslnl",-0.671072544086459
"pntxvmquwe","zxhzxyqogs",-0.167919651385775
"ewmyliymde","ekyganuhrf",1.29923805094202
"njpadzwyyn","wagxrmxuxs",-0.734472215642043
"ojwhyjfvxk","fszyavkxdr",-0.126998033142256
"djgmmzdznd","vsjyvoivvr",-1.22902793966758
"jvjibtosfv","gziqzzbuup",1.81841652212818
"lldhmhdwtm","shmlqyttcb",0.206232050194878
"rniwkcxmas","ktcsrhzgmy",1.17343659500714
"xjfebuwmgd","vwaepnldfq",-0.023255523744171
"rsmlzycjpm","ddtxrkuufa",-0.527848993571979
"lpavqaafzq","pbhjfvwhah",-0.179939992244471
"yzhjnwdoxh","ihhrtndefh",0.989519301182894
"ahoohbflkz","ecmdrkrnvg",-1.63906565585995
"rrsmlztygz","xjmcgifayg",-0.557339737270298
"infjgrplrn","ozocmbeqzs",1.18127371538746
"newlxnjmut","luhtkeucwp",-2.21422352582104
"gnpuxodktk","aqfugfgxfk",0.465924574285578
"xrmprcomxg","ahdggvnhvv",-1.12294160445095
"cfpzfivggo","qfeykhehxg",-0.43364931511539
"rhrwfixwjf","caqgleycwe",-1.69413970284352
"hkpnrjfefl","bemdmqhedl",0.549475019474753
"jhgcrdahsz","fwcpcrlmxn",0.013188932971015
"iwldutcbkr","lhfylmssne",-1.68424538981485
"uyenkibilv","ybwkvmnomb",-0.31788716415838
"pfqxfkkwmp","zunxmyitnj",0.213151369247732
"qhalxjouwg","uiwhatrwji",0.890268827579078
"rkbubviabc","pketjrwsvt",0.859010709074254
"czlboiykeq","vilrxcwcwj",-3.11378657057834
"vlryfmthfn","othmddmhec",-1.42157224877071
"jkjktyyjid","pfqdwivzrf",1.22298888142492
"ahhvfgitny","lzbbyvjwdw",-0.991074824469004
"wneikiukfy","mnwfqmagtj",0.272381669313858
"ekddyuomkh","qommltvljj",-1.22505962827138
"fpojnwxkjt","pcidugnezi",-0.39518996827144
"fkgldiagxc","icfczruznw",1.09497029088737
"vguwokldzb","zdlhtdgjxk",1.79636250535474
"svgvfcpzwx","rlvvbfagaf",-0.147169802558043
"vzghnhjqbm","wvlakdcxcg",2.06224730897662
"rqdwjmzxco","jcyuijgwdb",-0.0754129030333914
"eewdocrbar","dqlwgrgteu",1.81380764827905
"ivhztlycdg","puuuipqkzx",0.500104586138519
"gpeqnkdbqi","yuxdynpmbt",-0.637620553652736
"gcbxzcwyro","bgywfklfyk",0.825071835635371
"ijordqsfal","omotuopkpk",-0.831354943795182
"dmhcdahfim","ufitsboheg",0.723441903977776
"jrjerqnyqx","hrusdavldn",-0.0376750282155588
"dejitymoqw","ihaqlplqjm",-1.22805732099965
"wcgmdpbpiw","gjzriaumzp",-0.429130714057432
"rndmxnaryi","atibvwzdbl",0.734935047568352
"dviheubhcq","bbryhxkasz",-0.0287482351272878
"nuybhzfihy","jcznaffuvs",-0.223341955319883
"pvayefgzom","txlbybuuay",-0.693077750165892
"mhtmzjcijj","nlazevoriv",-0.232791580481841
"wxzjksujbt","orccjzeuzo",-0.407956456172715
"bjaprfnsau","iqrvarsrgm",0.333885387482553
"vfhkvnnust","pbblarnjhj",0.342158607359363
"luxgbxfrcx","zisxijjxwq",-0.715996823403062
"whlwshdecr","tvdbyqvvbm",0.57335091502929
"ahpryoljzu","msxcmefinz",0.216226177177097
"xcntlrlgrz","hyddjpcqot",-1.69268149606741
"lfkznczuzf","dcilvknrpl",-1.01719522092911
"sxtpusaqha","maddllqfgr",-0.772981623861124
"acjitnfmgr","hhuuqyzkku",-0.0883432618349353
"tzzvjspqur","dbcfzeyucv",1.0312445811696
"qchzqhbzsa","eqxkcfyusg",-1.45657607642776
"tqkxdbvjqm","klkzvtqlfq",0.0605017528520206
"ujhxqrkgdv","xfiuyjdmww",-0.174802616619874
"vzwdrfxvxr","ocfybbdgdh",0.59923800144852
"gkupcyyphu","fgpwgdfywe",-0.0666048043679412
"sjojdrizkx","tnvjnfppaj",-1.46045850704053
"luwjtngdve","aayppgsoeo",-1.89881584676955
"seysacqded","hhkkuylbqt",-0.137823125690022
"yoyajtihrr","bmmdmqxxym",-1.97399550644455
"tqlywphfhl","mwnzlmeunq",-0.347142835871025
"lpzbesjcnr","nwqfxslaws",0.93278758662424
"iisgydyews","nrpfjdznnd",1.89941313639109
"kqcydrdimk","ffknczqzky",0.507808771827788
"iyqzwkiofv","oumnmakuea",-0.96355713256928
"tikpkvbgoo","lvlgwcjjua",-0.316668465146959
"ntvcklojyk","txqwaybtcz",-1.79337572375842
"irrblgfcne","mmhnkbwbwr",-0.105505113060435
"klasmgolaf","pfkrroqaio",-0.340044815295174
"jzkrfukatb","dtzajjjgum",-0.39774991990169
"jammgoirqe","tbvixktspe",0.451378478449576
"spkvokohog","uiujpgwpzy",0.592303846992337
"lcfshtznqr","eushjiabuq",0.671902462026828
"knxqrqjbje","eyffuomfsc",1.03489275201384
"fdonqpikrb","aynzquxivc",0.6499524245849
"tticdnrmhg","rqmmdiwyju",-0.588683589923177
"bhuyuopitn","ggtlnxdxuj",0.498158194933086
"emybiqjmji","ydkotnmjhc",-0.38806092642519
"rqsjxfgnge","mamxepojdo",-0.763412254360571
"vmiegcrsoc","bvrtmffowa",0.828622283279162
"txogirkyuq","hnuuhqhqmz",0.993758302740269
"gqstdpfchg","mzoqwlqdtq",-0.285117233516895
"vgeclcxvkl","calkspuuhn",0.453880832152672
"rtazrwlyus","sgudismaii",0.45984626951118
"ifqoentopv","wcmktxyzzc",-0.558817842804655
"lftwbvctnq","cnnqqudhzq",0.0433752166935756
"arnrbosyyi","aqzkjyzncu",0.610812086000251
"xxfyioayel","onjaazlsju",0.59998426404527
"fhschrolgv","xhdajcuxgp",-1.0181685724552
"rrszrrjukr","ugwtzmocge",-1.26169904721185
"blcgpqfhhn","kdbncylzlt",0.179190166138835
"mkopjwvenl","nppqjeagdz",-0.578805121830271
"dkqneconjm","mmhfpdvbpn",-1.43339924870603
"pqgysmlylk","iecsgyswhz",-1.56255168378019
"qmklktgrdd","maeqhzgroq",-1.74793369260254
"jviwqhzsyw","nltmibizyt",1.76904469971706
"ggmfbblner","qbjgoobwhx",1.35374608267409
"isuxilsmfu","bilcmztfqx",0.129418028815658
"etgxcjnbwm","mfhrayrsim",1.7333882227774
"lgemolafbb","vhmdtushgy",-0.000535327056963893
"ivvlxnxskx","lubsfszygh",-1.97309863124143
"cwvanugctt","zdwleeggve",1.02053519968757
"ramyklgivi","dbqrsrjbnb",1.36990668736114
"ursxffasuu","nmpsdvgooq",0.222136454000359
"ekqjpjtdnf","djjzwhglhi",-0.0918011997399243
"xdqahlllww","lcarraebea",0.82280342690579
"dpqvodojbt","siwszloobr",-0.683090614888482
"ctjqdnnsxh","wsffdjgyjt",1.36886702816583
"srqbeooygp","vcjpobvcpf",0.245136776360868
"hinxaguhvz","foywdaajhn",1.53804295834155
"qwuwpfxcgc","ardtwmiuqm",-1.94893458134992
"dppbvcfeed","xhycxthynq",0.351643717198051
"qxxtikfhvu","nylqyriavs",0.32147465782369
"euramcdllm","nkmqyidcya",1.41043794615307
"tgkckkmgsk","delzeowlnq",0.841705595505185
"ipxyrperzu","uhwkebwvqc",-0.025385535090514
"vflpkgfvqb","lvtbmefzsa",3.24879748817198
"qvctcfsuxc","ylxzehghte",-0.589382096142731
"ikvxpleaur","yrajctewkc",-0.472053566707515
"otuzxzlsoy","pxppfncdns",-1.05821538274043
"nulavvbveq","ympbvxivtp",0.050684774084563
"xtmrxtqfar","nzmerkqwym",0.838488343885393
"zwpvihiwyl","spevfhetci",1.38190528471539
"klutyvcccn","plnffgmnub",-0.883466678398734
"rjowykumue","cbenihqakj",0.154537988458063
"smzrzrilaf","xjzzyechma",-0.287715388861131
"hupgjdmfet","hyilubkevn",-0.724502067771419
"akvxqbwbsn","fbcuygaroa",1.12169129156207
"krloqgpzna","hgvimaomru",0.557950303170685
"imkdbgoxmi","zpcgtlbikh",0.709844733802173
"xvvxvhegpj","tnudrlyhsq",-0.179951041559765
"uhgwpkmses","qjzwsowjnh",-1.62309320495394
"ehvzvwijky","ourqwujnrs",0.100919823505734
"vebpwvaarm","szwlohefzg",-0.826187382826857
"jotfbxgecq","zggqknyzrt",-0.431435216752969
"dlknhameka","ampnklttpg",1.03292739230284
"fmzlhpbaak","dktsepnphl",-0.286904236482214
"kegjmsodae","hsariukqes",0.599664218311991
"qsedwrzxcq","xgqzntpxbf",-0.144331776575772
"mpwleysxcc","niqkmuueha",-1.88250733994193
"twhapdxwrg","mifhaborxo",0.00936832164664427
"yxhcwblxax","jcewjzdesm",-0.304462889252689
"yvqvnqmnja","gwkcexsrwy",-2.41531305318481
"qerodfsbos","caesjsooxe",1.05046199390307
"wkmtzmzrhu","pmzmhdiefe",-0.689347463614796
"ivbeaaxdmn","lurwanphdt",-0.0796864225603275
"ottrvrapoj","fpvghtkxeh",-1.78122224939798
"qdnfrfirjm","lgutzneafz",-0.666883530313964
"mfimrfqqgk","ngchuasoct",1.15090424389247
"ndlqoaakys","wngrpyayfa",-0.667850555688087
"eknhjayexh","tgijustagq",0.578957241916896
"athkiruenf","piuxjpdeqa",-0.244108030577781
"klyzyzcccg","tijdavbszt",-0.527273358588203
"onxhqtiyjy","lfsdbvfklx",1.56591045616026
"gculjtgcpl","nlfalpnzlm",1.00007085222514
"jeludjxtld","nzbkcnquko",1.22118315199659
"ntlzhwxxkn","uqgduzexxe",0.440021886189323
"bddafegtjs","pkkfukqnna",1.54945355115295
"evstrjzjpl","ddtnikasoi",-1.80710635626602
"beidnlohun","gspocoxlza",-1.01951387303574
"izmjylmeqx","pcyanxrvyg",0.0559353766707899
"octncvbdqh","uavfyftony",-0.0886724547679274
"pyhqrvozdi","ndaggmnhzl",-0.2437151265741
"kjsdcppihl","mldoxptnah",0.46922446608675
"tkpjmvtxwy","bvwhdychui",0.280534373194844
"suyowqzcwu","pralutqwqg",-0.687251147506602
"smkisdldxb","wyzldyfybu",-0.322822092548687
"padqlyprbn","izcyzeypnb",-0.844950055718151
"cxiaqmvcck","nqgvgmzaqt",-0.107256306607618
"jjipycokha","eynieeakus",0.400932220410207
"defryuimgf","yudfbzrlyu",0.540285424866187
"pzpvxfirkg","pwjglknyrx",-0.702893881695303
"mwyugyxdpm","snmhmckwge",-0.675590384246054
"tmgmvjkoqf","ubftnpgyuc",1.13019934476558
"qrfwihkczj","iubttcajnk",1.55757471982494
"inwsfzqlcj","prqttuheor",1.67094300015008
"gtmyllcjro","udfszgjhxq",1.45810601839143
"awhikshxxq","nfpcnakbjj",1.12921778767638
"ntwafokgku","rormxemaoh",-1.10462961790057
"szwezncugh","jbmygkipsm",0.735332553014184
"xvcfuizska","bfqlzdywaq",-0.150512779013046
"gszwyzhmjf","keqbudsuhk",1.15446686625359
"jwnpacvfdi","rbtzaogxoe",-2.64320984835983
"vxnqgvjkhw","mkwedowmvz",-1.351593373223
"hzffjdisdh","crohpggteu",-1.74461507674703
"napiigpvfi","ahzvjaoeqq",-0.4559882377197
"vgiedxotja","zamfonnwhj",-0.792067477042197
"ijehjthoum","wiasyapauz",-1.27629917420137
"rquujcpyfi","gvrvweupfw",-0.849320569000494
"yylkaxiibe","vborxbxatn",-0.475401154769305
"zobqoodqmz","epfgovoilk",-0.263491778691699
"dgduyjvvfy","scjgimjwqe",0.176511208168059
"lrbiadiqit","igonchjesb",0.0377084234918999
"nwjqunpffw","oqxcnbtial",-0.663980447964373
"magpcouban","yyhaaxkdrh",1.73538320622846
"sdqjludmpo","cfllwlcvuj",-0.501384943160112
"pjgtiyyzpl","lyjbkcgzra",0.134257441848162
"xkhoubaglb","lwkjgixtad",0.0834352891160228
"zzhodixyxx","tmbflujeyo",-1.83832608923836
"hpdtqtlqew","nqyyykvoqv",-0.0923900636393448
"grogjjobkj","ysogyrlbin",-1.04896283832993
"iwhrymujjj","ckwwugzqjn",-1.09933411928458
"mukzeuwqfp","gogfxztabe",-1.41908407994922
"mfpxvmtisq","flcbcgdhqo",-0.0809713345241225
"rehvzxfdjy","frjzloxmdt",-1.86654958752264
"newvgkcpvj","vdalricxgi",-0.429402471041291
"wgaihopuxk","hdmnjohogb",-1.04443694646214
"axupcbdjfj","bbibyadxcu",0.64254283178038
"jwiltpmpvi","bltfywkvzs",-0.285289379358694
"wzlcxkrdbn","epvyjfugqv",1.14628505693488
"pjmfgcgshp","bhrqbvhigf",0.184721040569046
"tqlmvgxfxl","kvmqffbdcx",0.646857186308523
"ofsfdpaqgk","mrmwpwtomo",0.0991070673581927
"crkoyylccq","womtdetjos",0.14385931439702
"epabevwzmq","rggrvplcag",1.54535521840552
"nhywfzhdfq","vboqqfistr",-0.0115944669708818
"snktnoojjs","yizcmvgipw",1.14247465856741
"qdidcdrgxo","dkwdhkigjd",1.47156229625165
"lwbyjnlfqf","bhyxhcfoff",-0.34540491299574
"lqgqrehrhz","fagnvfzqyj",2.10753968482579
"sadcubnnzk","kcqeczaqqr",1.16521854875115
"zlvemdzjbz","mdubgeetps",0.936052907728989
"croqperghy","emzfwxtbsr",0.368843682415098
"kyieqisjrm","voghzafkxp",2.29166437490176
"wmossukwqt","fognaqdgxa",1.04889662423685
"njrieodiql","fjjazwlqem",0.849030449047672
"kqlrwbsxwz","ykwpxaymqm",-0.21970811654691
"axshrrzqlw","rnmntuevca",1.1259079012429
"tatuwmtcfl","qbliintqlj",-0.920696041751337
"pjesijrzlr","deoppqudef",1.37313410770417
"mjygtwgpfi","fcsvkfaqsl",-0.518660188572547
"gflbmazcuf","aiwqivhpip",-0.864655513444491
"kfwtxtbwqr","gwqwkexbzd",-1.53589949253973
"dvahqpeeni","hwobyjbwyc",0.315087874375502
"ksslveyqbz","wyddxlpxxj",0.759032473684365
"ttqxpdzbrp","pmstigpmyn",-0.869705616491602
"uipjdlxahc","aezhrkiemf",-0.946008340062184
"jzsxnjsneu","cxqazxwgkz",-0.240340110216806
"uccbtrjhgk","zcbebebdng",-0.16035800556823
"qrwpoxstjy","idyzjwlqxg",0.23041382291529
"xvrpjdhrum","dhjwrjocsj",-0.524902476735795
"frrsrqgamy","gbshvtprfo",-1.36090763429722
"ifhvxhoywa","plxuyvwmgt",0.675707670086238
"nyungfntyo","tyfwnjxqdl",0.90700512146901
"ymyrebeqms","byhhcunfrn",0.417727916659943
"pznoogpgoz","euozlcvqux",-0.0708940254739694
"avgdfxjnuk","vgvsqhsfhs",0.535088870928071
"mqmsxyqyuh","fyepbflfyz",2.06202795587125
"domhmwtjvu","vwfkgybhwx",-1.63994557641435
"gkpkoumrgc","txeooyuwnc",0.85602401268869
"xwgwoactle","iayawysdsr",-1.90634348761396
"ilstirhqgw","mmdwnlenww",0.961861916005728
"xmhnmvfvho","fpyqiebmiw",-1.20509180372193
"clukcmjtvn","wlzlpnzyzs",-0.829032093880447
"xzymngbguz","sebhwzmlpr",-2.59963941076242
"letndtorqu","wzqziicnyc",-0.433696855419447
"aumeqcdtch","gjzlunmdvd",2.46305952683986
"nvsoichixl","rlyymyzadd",-0.141424449040654
"ronzkxekbf","foavjovtjj",1.37119338857933
"rlqtagrbjf","mkaagrnihg",0.183921130650576
"jodyikrfqw","mousthmvbh",-0.501452808549052
"qzymrufuon","amrfjiynxp",-0.949476207251737
"kgzgxrtdoo","kczppejocj",0.924451179198832
"kldysizujl","nntggswkee",-1.84591580093148
"yjaxwmklbi","eufrpzhvtl",0.30236676485318
"yoiamoogrk","oabyceezbs",-0.818974231811488
"jjqpqwwwmh","dvnxrlctql",0.1383635457904
"sejuzzgklk","yufaezouwr",-1.24463102016752
"ufepdikwqf","iviomjqxrx",1.7554571678506
"qxybehhswn","ckaeslixql",1.11566146481319
"wrsiniyhph","qreenzqgih",-0.222723092113841
"oucqiyywnz","mxhskrueow",0.90557524710944
"viwnwvmqql","gdisxfkclz",0.219405648154962
"ryunzfbpdr","mmqtukmqtm",0.109713269900546
"vdtgqpabzz","wbcovtcodb",-0.319174145819094
"feqctihnqx","hudfzpovdl",2.01187520240459
"ixeyyubqlw","joevfkrnjx",0.928380740903356
"ttxxzslcuu","hgdlwcxneg",-0.673879960504463
"kuabpvbdxx","kfuxenlpqx",0.298126724768975
"vmkjnsnoqs","pxpwrytiip",-0.873296595478424
"xiytasroaz","oyytcpwwff",0.077820992111317
"qogmuegzaf","gpwamuqkyq",-0.00562466211349774
"qjytslaniv","cgupqfotnk",-0.718325263673292
"vumpgxdlox","ceuhpesjyy",-0.180736576823323
"lfldzfrfus","vdbnylqlvx",0.636934839001725
"lmcjeztqou","ojsmylckqt",-0.659436477133494
"wwmjlqwfhz","jmnezhlujx",-1.32498927035178
"jatthjypww","oxszixndef",0.520310399094801
"gwnekoygae","thjhiahjhc",-1.09692374630227
"oclpaokctg","jicjaysynd",0.120825841448139
"meumdhtigo","spktkoolhc",0.370317789348615
"gqgjmmvfvm","eeinxpcgff",2.19683066356954
"mgnisuopko","iuhnaatlrj",-0.919748243985643
"plnusspdiv","kjxyqgeifi",2.11671547212037
"xbzlbzbrdd","wywuzltdpf",-0.59990486402246
"jwrmqqhqii","eqplldgihf",1.61201015667596
"gknhpwsfyq","vdiyfscdgv",0.749336406982237
"utmsgcefuo","ckvaabsfdu",0.569950995143995
"zrytrjfziw","yvlzvpeplr",-0.545408563926616
"jdpxzcruyv","oboebqmbjo",-0.273142766329055
"kjhnrjpuan","gntknpfqnq",-3.04501022513979
"frxjdzmctg","hexkkextew",-0.388789309743562
"ukhphlaoeq","bbkptefsok",0.234358473837173
"wvlnwoahqv","ykkugwujrv",-0.079281523522895
"nyiwxfmsfs","axqjcvovkq",-1.76373109478135
"futvbvmvvn","svazbxisir",-0.611066603443924
"ikkmqumkyv","uvticqsvtb",1.05670190833543
"cujaenszeg","ckidrqczwr",-0.115277259334594
"ykuwvopdvb","nyzjwlxzzi",1.41205701478466
"dhliihtljj","udhazhbbgy",-1.8238329273971
"vxfrdsvbqm","ahzrmshsgy",0.489891657299244
"epepvhfbbu","djtwemlajb",-0.275031029102578
"lqxxtwoazh","gsltiojrmf",-2.7658408059298
"grbqvzfobe","trniuvidnc",-1.44138156654015
"klgtazqohq","spwgktoojq",0.71044601506805
"thxlcbgrog","sgbqdflbvo",0.0293277745518914
"laqajhlshl","iximxbdhqb",-0.207024438901811
"zhiynrmhem","yvegkynqmw",0.580382207331205
"xvvmgilwpq","tcospgjwqw",-1.19047318938908
"hcjnvwlgqo","elqpuzhgek",-1.06924958041333
"hxvzjqznsv","gprommwofr",-1.31154647438219
"kkxgmlkhct","ajydgfxajp",-1.81507517597887
"eqmztywgdv","uwqsbmlbvj",0.0929993023023195
"fflmodvgss","pqrimhaklw",0.572710872381592
"ezmuclpxxa","zyyoaiuipb",-0.348126359710916
"zrwhhqwoox","xfzxibvozm",1.33812093635607
"zqcgvmrcer","cfmqgthene",0.709173612286765
"rkgswvyxzb","abtyohjeaa",1.23388026103518
"mtysbuoaiz","mdeexohcqj",0.661521424992611
"unzkqhuqaj","vpgdcldfwr",1.42927574513219
"fertylcstl","pxphfhcsts",0.179224307706983
"lbfdxelieo","hoceflidms",-0.871871686118444
"ayzvmosnty","vzizkgfain",1.14819136199428
"juddeyywtn","cabcjychyr",0.538447560331428
"ucoqozdlul","avvqaidece",-0.163686420109754
"imjlxwgcuv","nkhkgvwtxi",-0.780989341195251
"hiybggbucs","vxgcbjewzc",0.624072907973063
"opmsiwbdqg","ekxiojtcsa",-1.73701380170524
"xuccnzrjfh","pveinkdxrd",1.01027877421068
"dljayfvjzl","efadugiuqx",0.0270617227779785
"ajefwcvnoj","cknkbsceet",1.15412318228656
"llrjmcovyr","fpzqznsppg",-0.82551791988359
"cvpmaawnsb","zsujrrlgoi",-0.65866434132635
"yikbaqkfni","dgssisihqq",-1.71698631967984
"ggosoijowi","hogvawcdnc",-0.459619603665093
"jeakpxdhhf","lujnrzgqaf",-0.722992268145059
"cnvhspozgg","aaxlkmwsmm",0.196297002153034
"ujegugtzqi","ogfuraaeip",-0.260215946000511
"bvwfkmxxoc","movxuubnyw",-0.930247793784555
"bcudeqzbjt","mjsjkbbsuy",-0.794082707472023
"aukzwbiuuu","iewggitrde",1.38061024156492
"sdcyqggptw","ltzpdpgdxr",1.62352106342394
"vclpflkcrz","pxcfrcmbzh",0.438711094997023
"aptjvapish","wfuuyqizjn",1.10199596644136
"ntiuzhjpyf","agysixkbhx",0.723735926565405
"mggswidylf","hvmpsgmftf",-0.564471818673101
"qjvluselry","dfxtuszfpc",-0.0257732916969475
"nwznaurkop","wfconzkzut",0.991030750470259
"culxfqodga","dpfmvnsqro",-1.00619847368812
"pgyilbcgss","anqtyxsncv",-0.7912544117317
"xlxxiivixm","ytyjuqmwpu",1.04484921816555
"ugbznjpqor","ijmkcnfuwu",-0.610329324494808
"hfsmabrnax","dkvceolrez",0.256541061936963
"qsztifmfng","idomjinksx",-0.903061071190429
"jrtxkasiya","caatnysujq",0.687862442757204
"brogvgprcj","fdoovonhle",0.365720983612757
"kvazdvupjj","vawdxmfqhl",1.56233654748943
"ssoxigcydm","zodcvmfzyp",0.311156735882029
"csnsinxxvn","hbgrzzybmw",-0.321652794980836
"flixkbnupj","iqtantnzgd",-0.85888756482411
"cmqlwtzsrc","vqruxhthkp",-0.74565052981554
"ktororxgtt","uurlrwmfje",0.624420997853872
"jpzwiujalq","iprcpjgxzv",0.662172000025491
"upibdkdgkl","bqszkocbri",1.92953574637634
"qtodrnjxbn","jgkomfmbko",0.611620431494546
"igdpivqizi","jdklgpdbmq",-0.891921699484368
"dpubckioeb","bgywfcjddw",0.251178523205351
"oekkkarhnw","bimdioqzsr",-0.266760284297672
"ombopklxcx","audeqhfibv",-0.985729806963988
"xcfmzisobz","lwfmqridis",-1.01138384785891
"lamypqwiya","weovkzhicp",-0.037952392420329
"gfdssegbvv","ydfpucmhxf",0.670763824740974
"dlvbgsyfmg","kkyyobkcwp",1.04693359396027
"cuumkjpevy","iekyugjvmy",0.762447554635777
"faaewxkccz","bluqgbjsfo",0.813898760896503
"mygfhwtrnm","wcetyvohre",0.485337088998061
"knewsrmftb","gwzndviuhj",1.59316775747495
"kjskptpdvq","hwmmjskjlq",0.239080563717892
"tgoyiniaxt","zfkndppnrn",-0.826726194104291
"bbiauavxvr","obvdgdlkeo",-0.319557215188196
"vogagmfxvu","zrbdnujgng",-0.405669257688605
"zsourmbblg","fesqqujwdu",1.08520471883421
"zgsgkyozsq","lvfqefbuvi",-3.28792146650817
"gqnwplohsi","guptbavwnt",0.209613480262214
"tpacfgvwjl","dguoptuxys",-1.52581776466541
"dpwiubneiu","krtjzekbuw",-1.05485688740802
"ciixzthbet","ctbwuxiosb",-1.59820851678698
"oqyfhjwdoj","hbsvzbhlil",-0.16391804048884
"ubvwrchzfx","vonkxiajch",0.931521996905652
"uaonjrjjgb","jkkvoyhdlr",-1.06813937140278
"iuewqdsaly","yxbxybysza",0.55928375326551
"dpjrdmzxur","lghmnnjvdx",-0.902772896632221
"mhokmmhdcs","wuoygvtmzy",0.43001881632714
"oqolwklrke","dnjzghoayg",1.70288721151337
"xcfyqdhojd","kqyhsydfnk",0.198640248856742
"jckloihxlc","flghsjtvdk",0.377694429146006
"srffailqek","vrdpurnutf",0.377758944499923
"vyszvzhjst","uiuxepsvuu",-1.01725525352545
"ewniupewyb","pfurrmqxda",1.31000656225301
"vardypbdcp","xbjbssnwtw",2.39774155071053
"hlxonpziru","heurhtxuhg",-0.813773580002657
"ygesvvfbuc","atkyyninhs",-0.0764509277641636
"yvbjdqunhg","usfoibzphz",-0.535646355251798
"usapquvsuf","sqxducbpey",-0.87739557119169
"ewshcuqljy","qbasyfoeco",0.299867258599783
"ubwhwybpfj","xkwzrzwflu",0.880800934658661
"uulnparuta","encvzbhmjw",-0.478301298936609
"jrlugwrbxd","iqqsjpvhpv",1.28017960270768
"nrahibsrbk","svgvehqugk",0.435650269713545
"rorqgrpacm","oihaoricjo",-1.38050452238384
"upnqzgsaga","hykfulxgiq",-2.05104612292035
"gfvicjtilr","hdckyappmu",2.13238659700545
"qfwxfxtkgs","nspdizbbpl",0.739254674672255
"vhmokcrhvm","bynqtundcs",-0.533061790780916
"rpahdhxhkn","zulughtvka",1.18525784748685
"rphwbuknbc","jkcfnfknkx",-0.141953625599465
"tkeqvlxzuc","apgwyvbgrm",-0.763192440560637
"gwmmznzevj","edcmcbmqwj",0.0620730736398379
"puwaexuohu","bdjviudjjc",0.389814049743725
"jvrptzallx","dpiugsxmco",-1.62498358141785
"vuvnvlugid","bbdlpvlula",-0.0559407466891046
"uralehzbrd","lotzegtkww",0.149727075696606
"elzgjklksd","gimhbaprtj",-0.938778508748801
"epknbulzky","wthkhevfiv",-0.30799313381532
"jacaagdyhk","xnbstqzgyx",-0.567083607869123
"iklauawprd","ycenmmszxo",0.0312220047839194
"sqlntgwkds","dmawxbxvyn",-0.432003656558871
"uxgqhcgpjf","agbleotanx",2.46401475711085
"lhfkpozmke","xkjykrednv",0.498177528306827
"ytfttksdra","aqxpyafyza",-1.34230714074895
"wohowuhmli","cufqwdeimv",0.146225431346788
"pvrmybocwg","wzhqnuitra",0.887882626125981
"omqzlzgbwh","lnhwpsgmzv",1.38236023653891
"tbbmhmqjhh","aqjhojdwgt",-0.507123814297252
"hnpfnonjnc","vuuvguwyrs",0.509241378097791
"rwjnylxgpv","ffqqapjwvh",-0.443972840876317
"nljutsuofa","zhfsfgnymx",0.93095590222256
"rwfdtsjxpz","ntefeornig",-1.18143267085538
"asxgrbxqah","ypxquwgtmk",-0.682934915405463
"llvrzfbyjp","vdahfrvynh",-0.501618742491612
"cckxgmrfbv","ubzphwgzzy",0.621255290126383
"mimhkyptpc","jfyvlhttds",-1.11955672923479
"jqyibxvigk","vkvfvtlrdy",0.449999012208116
"hjxyrxbpib","ibyispsvqa",-1.00912379449578
"dvpeuavqnp","mpvksiigug",-0.809526672902418
"utboztpavj","rswdhmxton",-0.994665118677873
"rzaqdyvbef","szpjmicurp",-1.02764433748883
"hrhhvfwdrr","qimezjtzjs",1.11953944596377
"vyyalxebga","ipgwkqcmro",-0.369216670187789
"iubeaenhbk","lbbmedkxyp",0.789357746244963
"xxzuuylibd","yvzdqyrokg",-1.47165440913237
"wqrawsxcrj","vvdmdwviis",-0.964243593489925
"wwijugpohf","xstyuyfypg",0.917662421274688
"jrzfojwyiv","juxjllyilf",1.64953690216747
"hcmzwtynzg","tebexbvsrs",0.885625754504688
"gwtyswfxfq","ioqsfigoef",1.09758362660021
"qkernccfzn","qyypihqhai",-0.368109054424451
"lepfuiwcal","vngjuaoyxb",1.71285490372429
"hhzhbxtded","gohivbpbga",1.15478727302209
"epuekpcmvv","agkeqgazrx",0.164753414275902
"rdreiutdzt","morkwaxxqe",1.56934408531507
"yxmqwiqchx","mbituhialo",0.364903975179284
"xrvdmlolxr","vzrshpwint",-0.31186401542796
"nvodbveqyc","cvazzqiuxq",-1.02690072639411
"myxhpvdbdy","sujfzgkjnb",-0.0945572195084144
"sgtwbgasme","eamipdyrvs",-1.4885082583676
"vpalsaurcj","qbkvzruztm",1.59322268631105
"mlnoeycsof","clhimrsvmf",0.165422664220224
"apenkrwrsb","ovizzzdwlt",-0.948493335306725
"zjmbswxvfc","xdhnkjzrus",-0.763301786791227
"ubkntrxbzq","zkggfiocao",0.0817708963232502
"qfrvpbjilq","mkqknlifjg",-0.474865479473935
"panraemrzq","qzxaroresl",-0.477218220542667
"djnenbxats","anqiwovolf",1.57700354634146
"vvnbmktnkm","zuvjeaxhrj",-2.19364779033299
"buhrjpjawg","xrdkgwfuqx",0.892522631027062
"twlyjcyyxj","kvtagjdaif",-1.1054559362301
